date,symbol,contract_address,avg_stableBorrowRate,avg_variableBorrowRate,avg_supplyRate,avg_liquidityIndex,avg_variableBorrowIndex
2023-02-10,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.1174134228867495,0.027413422886749503,0.003884891488009251,1.000178576103098,1.000301197432836
2023-11-09,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,0.0912436599097847,0.06987625785364834,0.05463805361707174,1.0229166748844416,1.0337538889371432
2023-10-21,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09552318514518877,0.005523185145188746,0.00015729293999917324,1.0002840094479337,1.0035679658460415
2023-10-21,CRV,0xd533a949740bb3306d119cc777fa900ba034cd52,0.2039000629396556,0.0893251101443973,0.017222476214338492,1.021312559551891,1.0707843927969682
2023-08-14,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0903183257680972,0.07531117038832487,0.06156965954176444,1.01440874177738,1.0201407544356174
2023-02-28,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09100386942300301,0.0010038694230030164,5.182857157150764e-06,1.0000403348596623,1.0002031297499816
2023-04-05,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0.09077037202581002,0.0007703720258100212,3.5423446833239163e-06,1.0000016426432936,1.0000863814550758
2023-04-28,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09230127953464169,0.0023012795346416958,2.725755192958226e-05,1.0000453371973086,1.000566533797997
2023-06-16,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.09000000000000001,0.0,0.0,1.0,1.0
2023-11-30,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07614039573344884,0.003782945200129932,4.125353793741127e-05,1.0005198275978624,1.003516214042746
2023-05-31,BAL,0xba100000625a3754423978a60c9317c58a424e3d,0.41288056142915025,0.19288056142915028,0.08017129580867226,1.021547623028276,1.0360513162600231
2023-07-16,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.05110301693437509,0.035702841994244686,0.028557765407024798,1.010253898081484,1.0150327838415956
2023-11-28,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09919529748530237,0.009195297485302359,0.0004348524335514769,1.0003689397432747,1.0042669799376247
2024-01-16,ENS,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,0.1232594444681807,0.0022565384779712565,2.27606001517812e-05,1.0003009953447035,1.0050115467078438
2023-05-25,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.09000000000000001,0.0,0.0,1.0,1.0
